job,seed,route_master,schedule,status,verification,errors
自适应ε-N20-E62.656-L1119.391,202606,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821565, 'lower_bound': 12.517845906821565, 'mip_gap': 0.0, 'nodes': 1, 'capN': 20, 'capE': 62.65581231384894, 'seed': 202606, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10221.188833602317, 'lower_bound': 4128.352756961283, 'mip_gap': 0.5960985728598165, 'nodes': 596, 'capC': None, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202606, 'matrix_residual': 1.4551915228366852e-11, 'integer_error': 2.220446049250313e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 486.75512312504264, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 984, 'capC': 10221.188833602317, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2962, 'horizon': 81601.18179050676, 'seed': 202607, 'matrix_residual': 9.094947017729282e-13, 'integer_error': 2.220446049250313e-16, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
自适应ε-N22-E59.669-L380.383,202609,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821567, 'lower_bound': 12.517845906821567, 'mip_gap': 0.0, 'nodes': 1, 'capN': 22, 'capE': 59.66897340231617, 'seed': 202609, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': None, 'capL': 380.38313502756847, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202609}]",no_schedule_incumbent,,
自适应ε-N22-E62.656-L380.383,202601,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821565, 'lower_bound': 12.517845906821565, 'mip_gap': 0.0, 'nodes': 1, 'capN': 22, 'capE': 62.65581231384894, 'seed': 202601, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': None, 'capL': 380.38313502756847, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202601}]",no_schedule_incumbent,,
自适应ε-N22-E59.669-L1119.391,202610,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821556, 'lower_bound': 12.517845906821556, 'mip_gap': 0.0, 'nodes': 1, 'capN': 22, 'capE': 59.66897340231617, 'seed': 202610, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9991.831741461412, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.756183072920427, 'nodes': 1048, 'capC': None, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202610, 'matrix_residual': 2.2737367544323206e-13, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 493.2526425884292, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 2036, 'capC': 9991.831741461412, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2962, 'horizon': 81601.18179050676, 'seed': 202611, 'matrix_residual': 4.547473508864641e-13, 'integer_error': 1.1102230246251565e-16, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
自适应ε-N22-E62.656-L1119.391,202602,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821558, 'lower_bound': 12.517845906821558, 'mip_gap': 0.0, 'nodes': 1, 'capN': 22, 'capE': 62.65581231384894, 'seed': 202602, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9810.16960260569, 'lower_bound': 4989.253931393689, 'mip_gap': 0.49142021662209723, 'nodes': 1633, 'capC': None, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202602, 'matrix_residual': 2.9103830456733704e-11, 'integer_error': 2.1094237467877974e-15, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9810.16960260569, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2962, 'horizon': 81601.18179050676, 'seed': 202603}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点01,202601,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.64914493782364, 'lower_bound': 12.64914493782364, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202601, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9831.92659691419, 'lower_bound': 3300.294846849217, 'mip_gap': 0.6643287748013665, 'nodes': 1092, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202601, 'matrix_residual': 4.547473508864641e-13, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 507.28666651219095, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 1028, 'capC': 9831.92659691419, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202602, 'matrix_residual': 0.0, 'integer_error': 0.0, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点03,202603,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 13.850247470401664, 'lower_bound': 13.850247470401664, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202603, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9864.685367659038, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7530405055708955, 'nodes': 1230, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202603, 'matrix_residual': 3.952393967665557e-14, 'integer_error': 3.963496197911808e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9864.685367659033, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202604}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点04,202604,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 15.649144937823648, 'lower_bound': 15.649144937823648, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202604, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9973.41234449048, 'lower_bound': 3997.7303355858803, 'mip_gap': 0.5991612301285919, 'nodes': 1831, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202604, 'matrix_residual': 9.094947017729282e-13, 'integer_error': 1.1102230246251565e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9973.41234449048, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202605}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点02,202602,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.858555442551445, 'lower_bound': 12.858555442551445, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202602, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10030.44593293772, 'lower_bound': 4015.442864435243, 'mip_gap': 0.5996745417619535, 'nodes': 2094, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202602, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 7.216449660063518e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 531.9583147042888, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 366, 'capC': 10030.44593293772, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202603, 'matrix_residual': 2.220446049250313e-16, 'integer_error': 1.164417955851486e-16, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点07,202607,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 15.439734433095852, 'lower_bound': 15.439734433095852, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202607, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202607}]",no_schedule_incumbent,,
偏好极点09,202609,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 11.656988342247487, 'lower_bound': 11.656988342247487, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202609, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 2, 'message': 'The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81523.36965003323, 'seed': 202609}]",no_schedule_incumbent,,
偏好极点05,202605,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.439734433095852, 'lower_bound': 12.439734433095852, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202605, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9981.214731886828, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7559237250635995, 'nodes': 334, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202605, 'matrix_residual': 4.547473508864641e-13, 'integer_error': 4.440892098500626e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9981.214731886828, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202606}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点06,202606,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 13.640836965673866, 'lower_bound': 13.640836965673866, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202606, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10128.570951389345, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7594746857388517, 'nodes': 58, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202606, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 10128.570951389345, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202607}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点08,202608,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 11.448042405245626, 'lower_bound': 11.448042405245626, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202608, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10343.584471638422, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7644745186952226, 'nodes': 446, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202608, 'matrix_residual': 2.5011104298755527e-12, 'integer_error': 4.6629367034256575e-15, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 10343.584471638424, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202609}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点10,202610,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 14.448042405245634, 'lower_bound': 14.448042405245634, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202610, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9751.043481432826, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7501623579324572, 'nodes': 883, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202610, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 1.6653345369377348e-15, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9751.043481432826, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202611}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点11,202601,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 9.649144937823646, 'lower_bound': 9.649144937823646, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202601, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9993.544918142503, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7562248700482078, 'nodes': 422, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202601, 'matrix_residual': 1.1641532182693481e-10, 'integer_error': 3.9834802123550617e-13, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9993.544918142472, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202602}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点12,202602,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 9.858555442551443, 'lower_bound': 9.858555442551443, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202602, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10030.44593293772, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7571216945500495, 'nodes': 1075, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202602, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 7.216449660063518e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 825.7120355098239, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 240, 'capC': 10030.44593293772, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202603, 'matrix_residual': 9.992007221626409e-16, 'integer_error': 1.1102230246251565e-15, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
偏好极点13,202603,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 10.850247470401662, 'lower_bound': 10.850247470401662, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202603, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10128.322173686412, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7594687778170702, 'nodes': 212, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81601.18179050676, 'seed': 202603, 'matrix_residual': 4.547473508864641e-13, 'integer_error': 3.661505758776378e-17, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 319.7995852167813, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 1484, 'capC': 10128.322173686412, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202604, 'matrix_residual': 4.996003610813204e-16, 'integer_error': 7.771561172376096e-16, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
